FID_x,Region_x,Country_x,Plant,NumReactor_x,Latitude_x,Longitude_x,p90_1200,p00_1200,p10_1200,p90u_1200,p00u_1200,p10u_1200,p90r_1200,p00r_1200,p10r_1200,p90_30,p00_30,p10_30,p90u_30,p00u_30,p10u_30,p90r_30,p00r_30,p10r_30,p90_75,p00_75,p10_75,p90u_75,p00u_75,p10u_75,p90r_75,p00r_75,p10r_75,p90_150,p00_150,p10_150,p90u_150,p00u_150,p10u_150,p90r_150,p00r_150,p10r_150,p90_600,p00_600,p10_600,p90u_600,p00u_600,p10u_600,p90r_600,p00r_600,p10r_600,p90_300,p00_300,p10_300,p90u_300,p00u_300,p10u_300,p90r_300,p00r_300,p10r_300,FID_y,Region_y,Country_y,Reactor,Plant_Loc,Latitude_y,Longitude_y,Status,Type,Start_Date,Year_Built,Grid_Date,Shutdown,Wikipedia,Photo,PhotoCred,NumReactor_y,Ref_2012,Totalpower,Ref_2011,Ref_2010,Ref_2009,Ref_2008,Ref_2007,Ref_2006,Ref_2005,Ref_2004,Ref_2003,Ref_2002,Ref_2001,Ref_2000,Ref_1999,Ref_1998,Ref_1997,Ref_1996,Ref_1995,Ref_1994,Ref_1993,Ref_1992,Ref_1991,Ref_1990,Ref_1989,Ref_1988,Ref_1987,Ref_1986,Ref_1985,Ref_1984,Ref_1983,Ref_1982,Ref_1981,Ref_1980,Ref_1979,Ref_1978,Ref_1977,Ref_1976,Ref_1975,Ref_1974,Ref_1973,Ref_1972,Ref_1971,Ref_1970,Ref_1969,Ref_1968,Ref_1967,Ref_1966,Ref_1965,Ref_1964,Ref_1963,Ref_1962,Ref_1961,Ref_1960,Ref_1959,Ref_1958,Ref_1957,Ref_1956
24,America - Northern,UNITED STATES OF AMERICA,BRAIDWOOD,2,41.2436,-88.2289,156651000,170891000,188557000,124178000.0,135571000.0,149661000.0,32473400,35319500,38896200,101823.0,101482.0,112031.0,79410.7,79125.5,87351.4,22412.3,22356.5,24679.9,3299010.0,3543800.0,3919030.0,3163870.0,3405630.0,3766650.0,135142.0,138166.0,152382.0,10085400.0,11227800.0,12410000.0,9496800.0,10627400.0,11748900.0,588629.0,600390.0,661116.0,57913900.0,61797100.0,68213000.0,47177500.0,50508600.0,55782900.0,10736400.0,11288500.0,12430100.0,20784400.0,22610900.0,24967600.0,17889200.0,19608900.0,21660700.0,2895240.0,3002020.0,3306880,37,America - Northern,UNITED STATES OF AMERICA,BRAIDWOOD-2,Inland near a lake,41.2436,-88.2289,Operational,Pressurised Water Reactor,8/1/1975,1975,5/25/1988, ,http://en.wikipedia.org/wiki/Braidwood_Nuclear_Generating_Station,http://upload.wikimedia.org/wikipedia/commons/0/0c/Braidwood_Nuclear_Generating_Station.jpg,Wikipedia,2,1152,2330,1152,1152.0,1152.0,1152.0,1152.0,1152,1177.0,1129.0,1154.0,1154.0,1122.0,1100.0,1120.0,1100.0,1120.0,1120.0,1120.0,1120.0,1120,1120.0,1120.0,1120.0,1120.0,1120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,Europe - Western,FRANCE,BRENNILIS,1,48.3533,-3.872203,274871000,284927000,299708000,206144000.0,213817000.0,224849000.0,68727000,71109900,74859100,148635.0,152257.0,161339.0,55143.8,56509.5,59887.4,93491.4,95747.9,101452.0,1146210.0,1175480.0,1246090.0,636844.0,653126.0,692469.0,509370.0,522352.0,553617.0,2130600.0,2211730.0,2344540.0,1148960.0,1189910.0,1261470.0,981641.0,1021820.0,1083070.0,83738500.0,86028300.0,91380600.0,66585100.0,68341400.0,72559300.0,17153400.0,17686900.0,18821300.0,8529040.0,8949220.0,9461630.0,5166920.0,5414680.0,5720890.0,3362120.0,3534540.0,3740740,550,Europe - Western,FRANCE,EL-4 (MONTS D'ARREE), ,48.3533,-3.872203,Permanent Shutdown,Heavy Water Gas Cooled Reactor,7/1/1962,1962,7/9/1967,7/31/1985,http://en.wikipedia.org/wiki/Brennilis_Nuclear_Power_Plant,http://en.wikipedia.org/wiki/File:Centrale_brennilis.jpg,Wikipedia,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,70,70,70,70,70,70,70,70,70,70,70,70,70,75,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,Europe - Western,GERMANY,BROKDORF (KBR),1,53.850833,9.344722,369599000,378067000,387651000,254945000.0,261354000.0,269018000.0,114654000,116713000,118633000,322320.0,339284.0,338500.0,157524.0,165673.0,164901.0,164797.0,173611.0,173599.0,3948220.0,4158950.0,4169960.0,3252740.0,3425690.0,3431860.0,695482.0,733259.0,738109.0,8530940.0,8969750.0,9056980.0,6177600.0,6497220.0,6576600.0,2353340.0,2472540.0,2480390.0,125921000.0,129343000.0,131297000.0,90084400.0,92642500.0,94204400.0,35836600.0,36700400.0,37092400.0,32487300.0,33718500.0,34025400.0,23066200.0,24053500.0,24280300.0,9421110.0,9665010.0,9745170,448,Europe - Western,GERMANY,BROKDORF (KBR),Inland near a river,53.850833,9.344722,Operational,Pressurised Water Reactor,1/1/1976,1976,10/14/1986, ,http://en.wikipedia.org/wiki/Brokdorf_Nuclear_Power_Plant,http://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/Kernkraftwerk_Borkdorf_2.jpg/800px-Kernkraftwerk_Borkdorf_2.jpg,Wikipedia,1,1410,1410,1410,1410.0,1410.0,1410.0,1370.0,1370,1370.0,1370.0,1370.0,1370.0,1370.0,1370.0,1370.0,1326.0,1326.0,1326.0,1326.0,1326.0,1326,1326.0,1326.0,1326.0,1326.0,1326,1307,1307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,America - Northern,UNITED STATES OF AMERICA,BROWNS FERRY,3,34.7042,-87.1186,152506000,170975000,188677000,122666000.0,138064000.0,152423000.0,29839800,32911200,36253900,144627.0,155692.0,171690.0,93854.9,101197.0,111641.0,50771.9,54494.7,60049.4,792341.0,861088.0,949678.0,515665.0,559092.0,616767.0,276677.0,301996.0,332911.0,2667550.0,2955500.0,3260990.0,1744490.0,1924140.0,2123990.0,923059.0,1031360.0,1137000.0,40519200.0,45784000.0,50512800.0,29805400.0,33702400.0,37202700.0,10713900.0,12081500.0,13310100.0,12084100.0,14093000.0,15558300.0,8969450.0,10541500.0,11642700.0,3114620.0,3551510.0,3915640,38,America - Northern,UNITED STATES OF AMERICA,BROWNS FERRY-1,Inland near a river,34.7042,-87.1186,Operational,Boiling Water Reactor,5/1/1967,1967,10/15/1973, ,http://en.wikipedia.org/wiki/Browns_Ferry_Nuclear_Power_Plant,http://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Browns_ferry_NPP.jpg/754px-Browns_ferry_NPP.jpg,Wikipedia,3,1093,3302,1101,1093.0,1065.0,1065.0,1065.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,America - Northern,UNITED STATES OF AMERICA,BROWNS FERRY,3,34.7042,-87.1186,152506000,170975000,188677000,122666000.0,138064000.0,152423000.0,29839800,32911200,36253900,144627.0,155692.0,171690.0,93854.9,101197.0,111641.0,50771.9,54494.7,60049.4,792341.0,861088.0,949678.0,515665.0,559092.0,616767.0,276677.0,301996.0,332911.0,2667550.0,2955500.0,3260990.0,1744490.0,1924140.0,2123990.0,923059.0,1031360.0,1137000.0,40519200.0,45784000.0,50512800.0,29805400.0,33702400.0,37202700.0,10713900.0,12081500.0,13310100.0,12084100.0,14093000.0,15558300.0,8969450.0,10541500.0,11642700.0,3114620.0,3551510.0,3915640,39,America - Northern,UNITED STATES OF AMERICA,BROWNS FERRY-2,Inland near a river,34.7042,-87.1186,Operational,Boiling Water Reactor,5/1/1967,1967,8/28/1974, ,http://en.wikipedia.org/wiki/Browns_Ferry_Nuclear_Power_Plant,http://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Browns_ferry_NPP.jpg/754px-Browns_ferry_NPP.jpg,Wikipedia,3,1104,3302,1104,1104.0,1103.0,1104.0,1104.0,1118,1118.0,1118.0,1118.0,1118.0,1118.0,1118.0,1118.0,1065.0,1065.0,1065.0,1065.0,1065.0,1065,1065.0,1065.0,0.0,0.0,0,0,0,0,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,America - Northern,UNITED STATES OF AMERICA,BROWNS FERRY,3,34.7042,-87.1186,152506000,170975000,188677000,122666000.0,138064000.0,152423000.0,29839800,32911200,36253900,144627.0,155692.0,171690.0,93854.9,101197.0,111641.0,50771.9,54494.7,60049.4,792341.0,861088.0,949678.0,515665.0,559092.0,616767.0,276677.0,301996.0,332911.0,2667550.0,2955500.0,3260990.0,1744490.0,1924140.0,2123990.0,923059.0,1031360.0,1137000.0,40519200.0,45784000.0,50512800.0,29805400.0,33702400.0,37202700.0,10713900.0,12081500.0,13310100.0,12084100.0,14093000.0,15558300.0,8969450.0,10541500.0,11642700.0,3114620.0,3551510.0,3915640,40,America - Northern,UNITED STATES OF AMERICA,BROWNS FERRY-3,Inland near a river,34.7042,-87.1186,Operational,Boiling Water Reactor,7/1/1968,1968,9/12/1976, ,http://en.wikipedia.org/wiki/Browns_Ferry_Nuclear_Power_Plant,http://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Browns_ferry_NPP.jpg/754px-Browns_ferry_NPP.jpg,Wikipedia,3,1105,3302,1105,1105.0,1104.0,1104.0,1105.0,1114,1114.0,1118.0,1118.0,1118.0,1118.0,1118.0,1118.0,1118.0,1065.0,1065.0,1065.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,America - Northern,CANADA,BRUCE,8,44.326136,-81.594719,160596000,172787000,190694000,132417000.0,142497000.0,157337000.0,28178800,30290000,33357000,28509.5,30957.8,33890.8,22325.3,24242.6,26539.3,6184.17,6715.25,7351.45,146571.0,160081.0,175530.0,92013.6,100406.0,110069.0,54557.6,59674.9,65461.0,1288160.0,1423860.0,1567070.0,1027800.0,1136780.0,1251400.0,260361.0,287083.0,315664.0,53589200.0,57428500.0,63366900.0,44611600.0,48067900.0,53064200.0,8977570.0,9360590.0,10302600.0,16485400.0,18151800.0,20044100.0,14593400.0,16091000.0,17775400.0,1892020.0,2060700.0,2268680,10,America - Northern,CANADA,BRUCE-1,Inland near a lake,44.326136,-81.594719,Long-term Shutdown,Pressurised Heavy Water Reactor,6/1/1971,1971,1/14/1977, ,http://en.wikipedia.org/wiki/Bruce_Nuclear_Generating_Station,http://upload.wikimedia.org/wikipedia/commons/3/35/Bruce-Nuclear-Szmurlo.jpg,Wikipedia,8,772,4728,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,848.0,848.0,848.0,848.0,848,848.0,848.0,848.0,848.0,848,848,770,770,740,740,740,740,740,740,740,740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,America - Northern,CANADA,BRUCE,8,44.326136,-81.594719,160596000,172787000,190694000,132417000.0,142497000.0,157337000.0,28178800,30290000,33357000,28509.5,30957.8,33890.8,22325.3,24242.6,26539.3,6184.17,6715.25,7351.45,146571.0,160081.0,175530.0,92013.6,100406.0,110069.0,54557.6,59674.9,65461.0,1288160.0,1423860.0,1567070.0,1027800.0,1136780.0,1251400.0,260361.0,287083.0,315664.0,53589200.0,57428500.0,63366900.0,44611600.0,48067900.0,53064200.0,8977570.0,9360590.0,10302600.0,16485400.0,18151800.0,20044100.0,14593400.0,16091000.0,17775400.0,1892020.0,2060700.0,2268680,11,America - Northern,CANADA,BRUCE-2,Inland near a lake,44.326136,-81.594719,Long-term Shutdown,Pressurised Heavy Water Reactor,12/1/1970,1970,9/4/1976, ,http://en.wikipedia.org/wiki/Bruce_Nuclear_Generating_Station,http://upload.wikimedia.org/wikipedia/commons/3/35/Bruce-Nuclear-Szmurlo.jpg,Wikipedia,8,772,4728,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,848.0,848.0,848,848.0,848.0,848.0,848.0,848,848,848,848,740,740,740,740,740,740,740,740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,America - Northern,CANADA,BRUCE,8,44.326136,-81.594719,160596000,172787000,190694000,132417000.0,142497000.0,157337000.0,28178800,30290000,33357000,28509.5,30957.8,33890.8,22325.3,24242.6,26539.3,6184.17,6715.25,7351.45,146571.0,160081.0,175530.0,92013.6,100406.0,110069.0,54557.6,59674.9,65461.0,1288160.0,1423860.0,1567070.0,1027800.0,1136780.0,1251400.0,260361.0,287083.0,315664.0,53589200.0,57428500.0,63366900.0,44611600.0,48067900.0,53064200.0,8977570.0,9360590.0,10302600.0,16485400.0,18151800.0,20044100.0,14593400.0,16091000.0,17775400.0,1892020.0,2060700.0,2268680,12,America - Northern,CANADA,BRUCE-3,Inland near a lake,44.326136,-81.594719,Operational,Pressurised Heavy Water Reactor,7/1/1972,1972,12/12/1977, ,http://en.wikipedia.org/wiki/Bruce_Nuclear_Generating_Station,http://upload.wikimedia.org/wikipedia/commons/3/35/Bruce-Nuclear-Szmurlo.jpg,Wikipedia,8,730,4728,730,730.0,730.0,734.0,750.0,750,750.0,750.0,0.0,0.0,0.0,0.0,0.0,848.0,848.0,848.0,848.0,848.0,848,848.0,848.0,848.0,848.0,848,848,848,775,740,740,740,740,740,740,740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,America - Northern,CANADA,BRUCE,8,44.326136,-81.594719,160596000,172787000,190694000,132417000.0,142497000.0,157337000.0,28178800,30290000,33357000,28509.5,30957.8,33890.8,22325.3,24242.6,26539.3,6184.17,6715.25,7351.45,146571.0,160081.0,175530.0,92013.6,100406.0,110069.0,54557.6,59674.9,65461.0,1288160.0,1423860.0,1567070.0,1027800.0,1136780.0,1251400.0,260361.0,287083.0,315664.0,53589200.0,57428500.0,63366900.0,44611600.0,48067900.0,53064200.0,8977570.0,9360590.0,10302600.0,16485400.0,18151800.0,20044100.0,14593400.0,16091000.0,17775400.0,1892020.0,2060700.0,2268680,13,America - Northern,CANADA,BRUCE-4,Inland near a lake,44.326136,-81.594719,Operational,Pressurised Heavy Water Reactor,9/1/1972,1972,12/21/1978, ,http://en.wikipedia.org/wiki/Bruce_Nuclear_Generating_Station,http://upload.wikimedia.org/wikipedia/commons/3/35/Bruce-Nuclear-Szmurlo.jpg,Wikipedia,8,730,4728,730,730.0,730.0,734.0,750.0,750,750.0,750.0,769.0,0.0,0.0,0.0,0.0,848.0,848.0,848.0,848.0,848.0,848,848.0,848.0,848.0,848.0,848,848,848,808,740,740,740,740,740,740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,America - Northern,CANADA,BRUCE,8,44.326136,-81.594719,160596000,172787000,190694000,132417000.0,142497000.0,157337000.0,28178800,30290000,33357000,28509.5,30957.8,33890.8,22325.3,24242.6,26539.3,6184.17,6715.25,7351.45,146571.0,160081.0,175530.0,92013.6,100406.0,110069.0,54557.6,59674.9,65461.0,1288160.0,1423860.0,1567070.0,1027800.0,1136780.0,1251400.0,260361.0,287083.0,315664.0,53589200.0,57428500.0,63366900.0,44611600.0,48067900.0,53064200.0,8977570.0,9360590.0,10302600.0,16485400.0,18151800.0,20044100.0,14593400.0,16091000.0,17775400.0,1892020.0,2060700.0,2268680,14,America - Northern,CANADA,BRUCE-5,Inland near a lake,44.326136,-81.594719,Operational,Pressurised Heavy Water Reactor,6/1/1978,1978,12/2/1984, ,http://en.wikipedia.org/wiki/Bruce_Nuclear_Generating_Station,http://upload.wikimedia.org/wikipedia/commons/3/35/Bruce-Nuclear-Szmurlo.jpg,Wikipedia,8,817,4728,817,817.0,817.0,817.0,795.0,795,790.0,790.0,790.0,790.0,790.0,785.0,785.0,785.0,860.0,860.0,860.0,860.0,860,860.0,860.0,860.0,860.0,860,835,835,815,795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,America - Northern,CANADA,BRUCE,8,44.326136,-81.594719,160596000,172787000,190694000,132417000.0,142497000.0,157337000.0,28178800,30290000,33357000,28509.5,30957.8,33890.8,22325.3,24242.6,26539.3,6184.17,6715.25,7351.45,146571.0,160081.0,175530.0,92013.6,100406.0,110069.0,54557.6,59674.9,65461.0,1288160.0,1423860.0,1567070.0,1027800.0,1136780.0,1251400.0,260361.0,287083.0,315664.0,53589200.0,57428500.0,63366900.0,44611600.0,48067900.0,53064200.0,8977570.0,9360590.0,10302600.0,16485400.0,18151800.0,20044100.0,14593400.0,16091000.0,17775400.0,1892020.0,2060700.0,2268680,15,America - Northern,CANADA,BRUCE-6,Inland near a lake,44.326136,-81.594719,Operational,Pressurised Heavy Water Reactor,1/1/1978,1978,6/26/1984, ,http://en.wikipedia.org/wiki/Bruce_Nuclear_Generating_Station,http://upload.wikimedia.org/wikipedia/commons/3/35/Bruce-Nuclear-Szmurlo.jpg,Wikipedia,8,817,4728,817,817.0,817.0,817.0,822.0,822,822.0,841.0,790.0,790.0,790.0,785.0,785.0,785.0,860.0,860.0,860.0,860.0,860,860.0,860.0,860.0,837.0,837,837,837,815,795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,America - Northern,CANADA,BRUCE,8,44.326136,-81.594719,160596000,172787000,190694000,132417000.0,142497000.0,157337000.0,28178800,30290000,33357000,28509.5,30957.8,33890.8,22325.3,24242.6,26539.3,6184.17,6715.25,7351.45,146571.0,160081.0,175530.0,92013.6,100406.0,110069.0,54557.6,59674.9,65461.0,1288160.0,1423860.0,1567070.0,1027800.0,1136780.0,1251400.0,260361.0,287083.0,315664.0,53589200.0,57428500.0,63366900.0,44611600.0,48067900.0,53064200.0,8977570.0,9360590.0,10302600.0,16485400.0,18151800.0,20044100.0,14593400.0,16091000.0,17775400.0,1892020.0,2060700.0,2268680,16,America - Northern,CANADA,BRUCE-7,Inland near a lake,44.326136,-81.594719,Operational,Pressurised Heavy Water Reactor,5/1/1979,1979,2/22/1986, ,http://en.wikipedia.org/wiki/Bruce_Nuclear_Generating_Station,http://upload.wikimedia.org/wikipedia/commons/3/35/Bruce-Nuclear-Szmurlo.jpg,Wikipedia,8,817,4728,817,817.0,817.0,817.0,822.0,822,806.0,790.0,790.0,790.0,790.0,785.0,785.0,785.0,860.0,860.0,860.0,860.0,860,860.0,860.0,860.0,860.0,860,837,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,America - Northern,CANADA,BRUCE,8,44.326136,-81.594719,160596000,172787000,190694000,132417000.0,142497000.0,157337000.0,28178800,30290000,33357000,28509.5,30957.8,33890.8,22325.3,24242.6,26539.3,6184.17,6715.25,7351.45,146571.0,160081.0,175530.0,92013.6,100406.0,110069.0,54557.6,59674.9,65461.0,1288160.0,1423860.0,1567070.0,1027800.0,1136780.0,1251400.0,260361.0,287083.0,315664.0,53589200.0,57428500.0,63366900.0,44611600.0,48067900.0,53064200.0,8977570.0,9360590.0,10302600.0,16485400.0,18151800.0,20044100.0,14593400.0,16091000.0,17775400.0,1892020.0,2060700.0,2268680,17,America - Northern,CANADA,BRUCE-8,Inland near a lake,44.326136,-81.594719,Operational,Pressurised Heavy Water Reactor,8/1/1979,1979,3/9/1987, ,http://en.wikipedia.org/wiki/Bruce_Nuclear_Generating_Station,http://upload.wikimedia.org/wikipedia/commons/3/35/Bruce-Nuclear-Szmurlo.jpg,Wikipedia,8,817,4728,817,817.0,782.0,782.0,795.0,795,790.0,790.0,790.0,790.0,790.0,785.0,785.0,785.0,860.0,860.0,860.0,860.0,860,860.0,860.0,860.0,837.0,837,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,Europe - Western,GERMANY,BRUNSBUETTEL,1,53.891667,9.201667,367429000,375938000,385631000,253558000.0,259977000.0,267706000.0,113871000,115961000,117925000,210615.0,221908.0,222491.0,49238.3,51833.5,51814.5,161377.0,170075.0,170676.0,3357230.0,3536670.0,3551050.0,2690150.0,2833210.0,2842090.0,667080.0,703459.0,708956.0,8394130.0,8835380.0,8923930.0,6118890.0,6440600.0,6520650.0,2275240.0,2394780.0,2403280.0,124875000.0,128259000.0,130246000.0,89506200.0,92043900.0,93629100.0,35368500.0,36214800.0,36617100.0,31249000.0,32526700.0,32841200.0,22023600.0,23044400.0,23275600.0,9225400.0,9482240.0,9565600,579,Europe - Western,GERMANY,BRUNSBUETTEL (KKB), ,53.891667,9.201667,Permanent Shutdown,Boiling Water Reactor,4/15/1970,1970,7/13/1976,8/8/2011,http://en.wikipedia.org/wiki/Brunsb%C3%BCttel_Nuclear_Power_Plant,http://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/Kernkraftwerk_Brunsbnttel_-_Landseite.jpg/800px-Kernkraftwerk_Brunsbnttel_-_Landseite.jpg,Wikipedia,0,0,0,771,771.0,771.0,771.0,771.0,771,771.0,771.0,771.0,771.0,771.0,771.0,771.0,771.0,771.0,771.0,771.0,771.0,771,771.0,771.0,771.0,771.0,771,771,771,770,770,770,770,770,770,770,770,770,770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,America - Northern,UNITED STATES OF AMERICA,BRUNSWICK,2,33.9583,-78.0106,146981000,161686000,178448000,122605000.0,134938000.0,148980000.0,24376300,26748100,29467900,81207.6,100369.0,110756.0,76237.8,94052.2,103807.0,4969.85,6316.65,6948.71,276982.0,340443.0,375581.0,229727.0,281387.0,310588.0,47255.1,59056.7,64992.4,1154930.0,1402570.0,1546400.0,806807.0,979027.0,1079860.0,348125.0,423541.0,466548.0,27940800.0,33025700.0,36437600.0,21622400.0,25598400.0,28252500.0,6318470.0,7427290.0,8185130.0,6584180.0,7918540.0,8737920.0,4888100.0,5879030.0,6489360.0,1696080.0,2039510.0,2248560,41,America - Northern,UNITED STATES OF AMERICA,BRUNSWICK-1,Inland near a river,33.9583,-78.0106,Operational,Boiling Water Reactor,2/7/1970,1970,12/4/1976, ,http://en.wikipedia.org/wiki/Brunswick_Nuclear_Generating_Station,http://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Brunswick_NPP-2.jpg/800px-Brunswick_NPP-2.jpg,Wikipedia,2,938,1858,938,938.0,938.0,938.0,938.0,938,872.0,872.0,872.0,820.0,820.0,820.0,820.0,820.0,767.0,767.0,767.0,767.0,767,767.0,767.0,790.0,790.0,790,790,790,790,790,790,790,790,790,790,790,790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,America - Northern,UNITED STATES OF AMERICA,BRUNSWICK,2,33.9583,-78.0106,146981000,161686000,178448000,122605000.0,134938000.0,148980000.0,24376300,26748100,29467900,81207.6,100369.0,110756.0,76237.8,94052.2,103807.0,4969.85,6316.65,6948.71,276982.0,340443.0,375581.0,229727.0,281387.0,310588.0,47255.1,59056.7,64992.4,1154930.0,1402570.0,1546400.0,806807.0,979027.0,1079860.0,348125.0,423541.0,466548.0,27940800.0,33025700.0,36437600.0,21622400.0,25598400.0,28252500.0,6318470.0,7427290.0,8185130.0,6584180.0,7918540.0,8737920.0,4888100.0,5879030.0,6489360.0,1696080.0,2039510.0,2248560,42,America - Northern,UNITED STATES OF AMERICA,BRUNSWICK-2,Inland near a river,33.9583,-78.0106,Operational,Boiling Water Reactor,2/7/1970,1970,4/29/1975, ,http://en.wikipedia.org/wiki/Brunswick_Nuclear_Generating_Station,http://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Brunswick_NPP-2.jpg/800px-Brunswick_NPP-2.jpg,Wikipedia,2,920,1858,920,920.0,920.0,937.0,937.0,937,811.0,900.0,811.0,811.0,811.0,811.0,811.0,811.0,754.0,754.0,754.0,754.0,754,754.0,754.0,790.0,790.0,790,790,790,790,790,790,790,790,790,790,790,790,789,821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,Europe - Western,FRANCE,BUGEY,5,45.7956,5.27,393058000,406940000,426281000,276609000.0,286512000.0,300445000.0,116449000,120427000,125836000,633423.0,670040.0,710411.0,524753.0,552408.0,585698.0,108669.0,117633.0,124713.0,3298120.0,3462240.0,3670190.0,2563810.0,2683310.0,2844570.0,734310.0,778931.0,825625.0,7551130.0,7928470.0,8408140.0,5403090.0,5673160.0,6017240.0,2148050.0,2255310.0,2390900.0,134095000.0,139127000.0,145588000.0,97084700.0,100662000.0,105484000.0,37010500.0,38464600.0,40103300.0,28688000.0,29784700.0,31495500.0,20028900.0,20827800.0,22022800.0,8659090.0,8956880.0,9472660,395,Europe - Western,FRANCE,BUGEY-2,Inland near a river,45.7956,5.27,Operational,Pressurised Water Reactor,11/1/1972,1972,5/10/1978, ,http://en.wikipedia.org/wiki/Bugey_Nuclear_Power_Plant,http://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Centrale-nucleaire-Bugey.jpg/800px-Centrale-nucleaire-Bugey.jpg,Wikipedia,4,910,3580,910,910.0,910.0,910.0,910.0,910,910.0,910.0,910.0,910.0,910.0,910.0,910.0,910.0,910.0,910.0,910.0,910.0,910,910.0,920.0,920.0,920.0,920,920,920,920,920,920,920,920,920,925,925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,Europe - Western,FRANCE,BUGEY,5,45.7956,5.27,393058000,406940000,426281000,276609000.0,286512000.0,300445000.0,116449000,120427000,125836000,633423.0,670040.0,710411.0,524753.0,552408.0,585698.0,108669.0,117633.0,124713.0,3298120.0,3462240.0,3670190.0,2563810.0,2683310.0,2844570.0,734310.0,778931.0,825625.0,7551130.0,7928470.0,8408140.0,5403090.0,5673160.0,6017240.0,2148050.0,2255310.0,2390900.0,134095000.0,139127000.0,145588000.0,97084700.0,100662000.0,105484000.0,37010500.0,38464600.0,40103300.0,28688000.0,29784700.0,31495500.0,20028900.0,20827800.0,22022800.0,8659090.0,8956880.0,9472660,396,Europe - Western,FRANCE,BUGEY-3,Inland near a river,45.7956,5.27,Operational,Pressurised Water Reactor,9/1/1973,1973,9/21/1978, ,http://en.wikipedia.org/wiki/Bugey_Nuclear_Power_Plant,http://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Centrale-nucleaire-Bugey.jpg/800px-Centrale-nucleaire-Bugey.jpg,Wikipedia,4,910,3580,910,910.0,910.0,910.0,910.0,910,910.0,910.0,910.0,880.0,910.0,910.0,910.0,910.0,910.0,910.0,910.0,910.0,910,910.0,920.0,920.0,920.0,920,920,920,920,920,920,920,920,920,925,925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
